site	id	x	y	dbh	height	species	crown_area
18	21	21.126	18.685	327	17.207	Pinus_sylvestris	19.7507815
18	22	24.072	17.362	340	21.385	Pinus_sylvestris	16.1533035
18	23	32.896	14.025	262	14.928	Picea_abies	15.8639215
18	24	34.08	29.615	520	14.648	Pinus_sylvestris	67.822429
18	25	23.321	8.465	219	13.914	Betula_pubescens	17.8455535
18	26	22.437	7.208	213	12.371	Pinus_sylvestris	11.6909105
18	27	21.797	7.437	142	12.405	Pinus_sylvestris	2.3099905
18	28	20.265	8.097	165	14.497	Pinus_sylvestris	4.006002
18	29	29.842	3.844	318	17.004	Pinus_sylvestris	15.815675
18	30	24.088	-1.731	520	14.446	Pinus_sylvestris	43.578432
18	31	17.916	0.87	495	18.462	Pinus_sylvestris	42.8464865
18	32	7.534	9.165	209	17.042	Pinus_sylvestris	6.863731
18	33	9.404	11.042	208	14.555	Pinus_sylvestris	16.00487
18	34	5.735	-2.555	277	16.624	Pinus_sylvestris	28.250004
19	1	5.406	1.975	130	8.202	Picea_abies	4.8261
19	2	7.176	6.539	416	19.819	Picea_abies	8.659157
19	3	6.144	11.354	140	8.837	Picea_abies	5.295299
19	4	4.724	11.267	374	20.641	Picea_abies	5.866581
19	5	2.78	19.778	264	16.747	Picea_abies	4.2855725
19	6	-1.3	13.647	337	17.763	Picea_abies	13.7304645
19	7	2.528	22.715	350	14.329	Picea_abies	8.1153755
19	8	7.921	4.017	198	13.953	Picea_abies	5.889764
19	9	11.29	5.846	201	13.089	Picea_abies	6.460706
19	10	10.837	7.657	229	18.792	Picea_abies	3.605055
19	11	7.617	14.353	196	7.912	Betula_pubescens	10.8887095
19	12	15.638	8.8	365	22.718	Picea_abies	8.068126
19	13	17.929	0.013	452	18.541	Picea_abies	11.6929815
19	14	22.324	5.633	265	15.3	Picea_abies	3.377112
19	15	22.743	6.726	206	15.807	Picea_abies	3.022083
19	16	17.972	13.845	220	13.679	Picea_abies	6.0273145
19	17	18.467	17.682	262	15.432	Picea_abies	6.0156955
19	18	21.456	16.791	232	13.18	Betula_pubescens	16.2933965
19	19	30.093	14.774	197	13.614	Picea_abies	6.0143255
19	20	31.38	26.506	171	12.897	Picea_abies	5.5053985
19	21	22.673	23.781	278	17.238	Picea_abies	5.826202
19	22	16.443	20.726	250	12.58	Picea_abies	6.0217975
19	23	16.349	22.965	154	11.086	Picea_abies	3.028512
19	24	15.126	22.829	148	9.642	Picea_abies	5.5866555
19	25	11.042	20.519	364	16.866	Picea_abies	7.081032
19	26	3.398	27.939	265	15.186	Picea_abies	3.3112045
19	27	6.3	31.813	257	15.508	Picea_abies	3.852424
19	28	21.181	31.342	442	16.492	Picea_abies	9.304877
19	29	25.965	27.793	389	19.813	Picea_abies	10.913823
19	30	31.029	27.457	113	7.346	Betula_pubescens	8.5210355
19	31	29.483	0.645	135	9.168	Picea_abies	6.6072035
19	32	29.721	0.802	125	9.414	Picea_abies	4.136456
19	33	30.662	0.983	129	7.271	Picea_abies	7.2456865
19	34	32.671	1.87	164	10.999	Betula_pubescens	10.1576155
20	1	6.237	17.268	100	6.315	Pinus_sylvestris	2.109349
20	2	7.019	23.456	268	13.565	Picea_abies	15.486889
20	3	17.139	26.861	366	16.546	Pinus_sylvestris	15.75325
20	4	20.462	33.418	410	20.158	Pinus_sylvestris	28.0187795
20	5	23.468	28.027	150	10.011	Pinus_sylvestris	2.392703
20	6	22.608	6.89	290	17.494	Pinus_sylvestris	12.2673095
20	7	25.518	5.985	260	16.351	Pinus_sylvestris	16.185679
20	8	6.532	3.895	470	18.229	Pinus_sylvestris	28.5052505
21	1	-1.478	25.626	277	16.135	Picea_abies	10.69658
21	2	0.736	26.009	238	11.99	Pinus_sylvestris	17.280987
21	3	3.711	29.968	294	17.013	Pinus_sylvestris	15.1045955
21	4	9.071	19.786	353	12.725	Pinus_sylvestris	47.22296
21	5	11.433	20.592	305	16.152	Pinus_sylvestris	20.535458
21	6	13.126	22.883	361	17.196	Pinus_sylvestris	27.843258
21	7	17.012	27.794	274	14.627	Pinus_sylvestris	21.0978035
21	8	22.734	30.679	368	14.854	Pinus_sylvestris	18.4948045
21	9	17.744	20.283	437	17.881	Pinus_sylvestris	29.0364115
21	10	30.337	18.186	250	15.229	Pinus_sylvestris	11.8684255
21	11	29.235	15.01	127	8.391	Betula_pubescens	10.4716205
21	12	19.828	11.24	153	9.717	Pinus_sylvestris	5.2030345
21	13	24.399	5.203	124	8.305	Pinus_sylvestris	2.7267705
21	14	19.743	2.162	308	15.031	Pinus_sylvestris	20.1312585
21	15	18.932	1.985	256	15.53	Pinus_sylvestris	11.008732
21	16	13.249	7.956	354	16.394	Pinus_sylvestris	33.9075665
21	17	3.115	1.986	299	13.247	Pinus_sylvestris	23.6897325
21	18	-0.533	-0.777	292	13.731	Pinus_sylvestris	17.7759825
22	1	3.699	9.155	407	14.313	Pinus_sylvestris	23.7985065
22	2	5.384	2.829	344	14.917	Pinus_sylvestris	18.879454
22	3	8.987	0.991	443	12.823	Pinus_sylvestris	30.128947
22	4	18.825	1.75	353	15.647	Pinus_sylvestris	16.285306
22	5	20.422	0.378	471	14.637	Pinus_sylvestris	40.285641
22	6	22.294	-0.673	349	14.058	Pinus_sylvestris	12.500064
22	7	27.278	6.958	223	13.346	Pinus_sylvestris	6.5678745
22	8	33.462	16.299	180	8.114	Betula_pubescens	21.401296
22	9	30.5	18.009	120	9.055	Pinus_sylvestris	1.5929335
22	10	22.537	14.843	171	9.601	Pinus_sylvestris	2.589497
22	11	21.542	17.11	380	15.945	Pinus_sylvestris	33.807946
22	12	12.587	13.906	132	6.182	Betula_pubescens	7.737537
22	13	13.273	21.943	550	14.576	Pinus_sylvestris	49.692873
22	14	3.278	26.347	100	7.191	Betula_pubescens	6.255329
22	15	2.522	32.223	388	16.822	Pinus_sylvestris	19.128713
22	16	6.92	34.113	350	9.534	Pinus_sylvestris	15.3719025
22	17	11.868	33.624	377	12.691	Pinus_sylvestris	34.787929
22	18	17.098	34.638	267	11.717	Pinus_sylvestris	19.6371705
22	19	19.431	34.588	340	17.27	Pinus_sylvestris	22.8135255
22	20	20.179	32.059	183	9.528	Pinus_sylvestris	6.1178325
22	21	27.203	31.469	111	6.692	Betula_pubescens	6.907272
22	22	32.126	29.795	194	10.942	Pinus_sylvestris	7.585184
23	1	3.663	7.527	123	9.883	Pinus_sylvestris	1.272599
23	2	6.464	8.745	148	10.727	Pinus_sylvestris	2.494389
23	3	3.357	12.4	312	17.826	Pinus_sylvestris	19.7833635
23	4	1.616	15.173	198	11.854	Pinus_sylvestris	6.019805
23	5	1.408	23.419	483	20.046	Pinus_sylvestris	24.8266905
23	6	9.323	17.057	197	13.305	Pinus_sylvestris	5.753757
23	7	6.048	4.247	120	6.299	Betula_pubescens	7.617922
23	8	3.207	-0.545	325	14.557	Pinus_sylvestris	25.3964645
23	9	10.872	1.045	125	9.994	Pinus_sylvestris	2.567288
23	10	9.488	2.362	116	8.416	Pinus_sylvestris	2.1775245
23	11	14.507	6.568	229	15.664	Pinus_sylvestris	6.410695
23	12	16.1	7.014	302	16.745	Pinus_sylvestris	16.7528075
23	13	19.853	6.275	143	12.031	Pinus_sylvestris	3.0403135
23	14	17.14	1.205	125	10.086	Pinus_sylvestris	2.755466
23	15	16.867	0.327	121	8.687	Pinus_sylvestris	2.231079
23	16	21.466	1.016	100	8.553	Pinus_sylvestris	1.5296835
23	17	23.546	1.585	118	9.514	Pinus_sylvestris	2.0728595
23	18	20.544	3.783	118	10.883	Pinus_sylvestris	1.9116905
23	19	19.898	3.871	104	9.17	Pinus_sylvestris	0.92622
23	20	23.45	7.799	310	17.945	Pinus_sylvestris	19.786307
23	21	15.722	9.899	105	9.582	Pinus_sylvestris	1.4416925
23	22	18.304	11.264	125	12.204	Pinus_sylvestris	1.6675685
23	23	14.079	11.71	114	10.223	Pinus_sylvestris	1.459888
23	24	15.426	12.945	134	10.802	Pinus_sylvestris	2.6073345
23	25	13.548	18.155	235	12.767	Pinus_sylvestris	9.4835825
23	26	10.35	18.617	205	14.131	Pinus_sylvestris	6.1268925
23	27	14.997	19.726	148	9.251	Pinus_sylvestris	3.98238
23	28	13.126	24.079	150	11.82	Pinus_sylvestris	5.514224
23	29	10.128	23.516	123	9.231	Pinus_sylvestris	2.954326
23	30	11.253	27.468	130	9.886	Pinus_sylvestris	2.2336405
23	31	21.425	12.15	111	10.001	Pinus_sylvestris	2.878396
23	32	20.305	14.998	185	13.455	Pinus_sylvestris	2.3948735
23	33	20.687	16.086	124	8.518	Pinus_sylvestris	3.182047
23	34	26.075	14.269	105	7.199	Pinus_sylvestris	1.730513
23	35	32.751	10.44	378	17.958	Pinus_sylvestris	17.2395495
23	36	29.685	15.527	185	10.392	Pinus_sylvestris	4.631169
23	37	30.635	16.842	150	10.959	Pinus_sylvestris	2.1187915
23	38	29.553	17.467	132	11.008	Pinus_sylvestris	1.7173085
23	39	26.204	20.666	140	12.089	Pinus_sylvestris	1.6754505
23	40	25.799	22.971	139	10.587	Pinus_sylvestris	4.601265
23	41	27.421	26.493	125	10.574	Pinus_sylvestris	2.366846
23	42	27.635	30.416	144	11.03	Pinus_sylvestris	2.922181
23	43	30.147	31.174	357	16.389	Pinus_sylvestris	33.179693
23	44	23.96	27.75	174	14.98	Pinus_sylvestris	5.03597
23	45	20.938	27.951	175	11.864	Pinus_sylvestris	4.8734765
23	46	22.848	25.259	112	8.549	Pinus_sylvestris	2.995562
23	47	20.741	24.428	186	12.225	Pinus_sylvestris	3.6439385
23	48	18.236	23.591	150	9.946	Pinus_sylvestris	2.6858555
23	49	16.096	26.951	254	17.671	Pinus_sylvestris	7.1069225
23	50	15.099	28.714	304	14.552	Pinus_sylvestris	19.0846605
23	51	8.585	11.288	118	10.067	Pinus_sylvestris	1.470178
23	52	9.437	9.133	117	9.334	Pinus_sylvestris	1.3516305
23	53	10.621	11.886	116	10.108	Pinus_sylvestris	1.9330385
23	54	6.827	27.902	118	8.758	Pinus_sylvestris	2.443741
23	55	5.326	27.119	122	11.555	Pinus_sylvestris	1.720106
23	56	4.424	27.498	125	9.043	Pinus_sylvestris	2.5405585
23	57	6.821	32.119	125	9.09	Pinus_sylvestris	1.628437
23	58	32.53	21.684	347	15.988	Pinus_sylvestris	19.5149135
24	1	-4.163	14.301	409	15.904	Pinus_sylvestris	40.4750905
24	2	4.168	19.935	412	18.362	Pinus_sylvestris	33.6108705
24	3	9.53	31.037	420	18.093	Pinus_sylvestris	24.377305
24	4	13.096	24.815	131	10.479	Pinus_sylvestris	3.419095
24	5	14.187	26.607	147	10.358	Pinus_sylvestris	3.514001
24	6	15.255	25.68	110	9.378	Pinus_sylvestris	1.2642935
24	7	17.877	26.114	144	11.948	Pinus_sylvestris	2.4956685
24	8	22.299	26.114	116	10.254	Pinus_sylvestris	0.758249
24	9	33.35	22.184	432	18.779	Pinus_sylvestris	55.1657595
24	10	24.967	18.436	398	16.404	Pinus_sylvestris	38.4797155
24	11	16.309	20.295	146	8.732	Pinus_sylvestris	5.424337
24	12	19.255	13.814	109	7.249	Pinus_sylvestris	1.7418525
24	13	6.015	12.187	161	11.805	Pinus_sylvestris	2.685799
24	14	4.732	10.42	103	5.058	Pinus_sylvestris	3.3829015
24	15	9.765	10.749	286	16.852	Pinus_sylvestris	12.6653855
24	16	21.904	7.893	365	13.758	Pinus_sylvestris	29.385132
24	17	22.919	2.28	414	13.539	Pinus_sylvestris	14.917394
24	18	22.233	1.546	175	8.928	Pinus_sylvestris	9.0134875
24	19	13.61	-1.01	320	16.729	Pinus_sylvestris	17.6309575
24	20	28.047	8.246	123	11.337	Pinus_sylvestris	2.222727
24	21	31.141	6.531	115	8.02	Pinus_sylvestris	2.407326
24	22	30.127	4.218	140	9.293	Pinus_sylvestris	2.4817445
25	1	1.431	2.176	407	14.446	Pinus_sylvestris	32.0483645
25	2	-0.866	7.938	369	15.349	Pinus_sylvestris	17.724318
25	3	-1.052	19.169	165	11.221	Pinus_sylvestris	2.5112105
25	4	1.976	24.482	340	19.28	Pinus_sylvestris	13.614497
25	5	10.807	25.452	430	15.385	Pinus_sylvestris	36.8073115
25	6	9.099	17.328	346	17.394	Pinus_sylvestris	37.771621
25	7	11.855	8.167	385	16.512	Pinus_sylvestris	31.685366
25	8	15.789	13.287	101	11.081	Pinus_sylvestris	0.80554
25	9	15.292	15.423	115	9.854	Pinus_sylvestris	1.7700985
25	10	18.001	14.811	107	7.322	Pinus_sylvestris	1.050686
25	11	20.218	18.149	102	9.371	Pinus_sylvestris	0.9625565
25	12	19.194	21.642	114	7.103	Salix_caprea	1.8268085
25	13	20.521	22.22	139	11.329	Pinus_sylvestris	1.9714705
25	14	18.713	29.893	102	7.916	Pinus_sylvestris	1.346412
25	15	16.055	31.588	122	7.391	Pinus_sylvestris	2.447015
25	16	25.949	30.054	241	11.313	Pinus_sylvestris	15.735252
25	17	31.034	27.315	273	14.803	Pinus_sylvestris	12.643998
25	18	25.646	24.53	280	15.713	Pinus_sylvestris	14.340314
25	19	26.234	23.797	216	13.066	Pinus_sylvestris	7.325406
25	20	20.445	11.656	125	9.92	Pinus_sylvestris	2.536468
25	21	18.484	8.128	116	9.399	Pinus_sylvestris	1.5756835
25	22	19.225	8.234	111	8.903	Pinus_sylvestris	0.9166955
25	23	19.761	6.524	122	10.073	Pinus_sylvestris	2.1516605
25	24	21.84	4.063	100	8.982	Pinus_sylvestris	1.388322
25	25	21.025	2.429	115	9.216	Pinus_sylvestris	1.357869
25	26	23.751	3.074	158	12.692	Pinus_sylvestris	6.8666495
25	27	24.946	3.139	115	10.361	Pinus_sylvestris	0.821091
25	28	25.054	0.948	114	10.654	Pinus_sylvestris	2.0058615
25	29	26.374	1.034	119	11.315	Pinus_sylvestris	1.8033405
25	30	26.562	6.432	113	8.809	Pinus_sylvestris	0.813522
25	31	24.178	7.466	115	9.968	Pinus_sylvestris	0.7666415
25	32	22.374	7.317	107	9.253	Pinus_sylvestris	0.900072
25	33	26.992	32.805	211	8.623	Betula_pubescens	7.3893585
25	34	29.073	15.037	138	9.425	Pinus_sylvestris	1.909077
25	35	27.407	15.211	132	7.026	Pinus_sylvestris	0.3823825
25	36	24.527	13.471	119	9.416	Pinus_sylvestris	4.2878535
25	37	24.229	13.297	107	10.141	Pinus_sylvestris	1.931509
25	38	27.564	12.014	127	9.096	Pinus_sylvestris	3.4625715
25	39	27.753	9.896	103	9.964	Pinus_sylvestris	1.3296535
25	40	27.28	7.397	113	9.313	Pinus_sylvestris	1.37434
25	41	30.284	5.683	121	9.272	Pinus_sylvestris	3.7957355
25	42	31.165	7.386	114	9.111	Pinus_sylvestris	1.023548
25	43	31.444	9.944	124	11.877	Pinus_sylvestris	1.529896
25	44	29.605	13.007	132	10.395	Pinus_sylvestris	1.118659
25	45	24.915	33.395	185	10.641	Betula_pubescens	23.929403
26	1	3.576	4.241	390	18.233	Pinus_sylvestris	15.149997
26	2	2.83	8.499	201	16.62	Picea_abies	3.850755
26	3	7.614	7.676	155	12.155	Picea_abies	4.9617785
26	4	1.067	13.131	357	20.812	Pinus_sylvestris	32.5607795
26	5	10.42	8.271	122	10.025	Betula_pubescens	6.1426465
26	6	10.279	10.368	252	18.036	Picea_abies	5.379558
26	7	11.596	11.116	260	5.492	Salix_caprea	0.679758
26	8	7.862	17.652	163	7.368	Betula_pubescens	6.8776535
26	9	11.514	17.451	292	17.67	Picea_abies	7.7547065
26	10	14.088	20.267	258	18.164	Picea_abies	3.7312105
26	11	18.201	18.545	200	16.036	Picea_abies	4.602784
26	12	17.538	3.785	104	7.044	Betula_pubescens	9.288368
26	13	20.11	9.616	326	21.339	Picea_abies	7.562652
26	14	20.983	10.87	284	18.571	Picea_abies	6.3223575
26	15	23.018	8.082	339	16.427	Picea_abies	17.651127
26	16	22.082	1.835	124	11.78	Betula_pubescens	6.82286
26	17	28.507	1.742	340	17.678	Picea_abies	11.373659
26	18	30.961	3.877	115	8.944	Betula_pubescens	11.1115395
26	19	31.313	8.055	324	19.731	Pinus_sylvestris	23.079848
26	20	23.082	16.737	433	19.782	Picea_abies	21.663595
26	21	23.931	20.464	399	22.944	Picea_abies	13.9483215
26	22	21.885	28.285	226	10.967	Salix_caprea	3.9212255
26	23	25.77	30.002	405	17.854	Picea_abies	15.3429515
26	24	34.45	20.97	471	16.86	Pinus_sylvestris	45.614093
26	25	31.55	25.346	140	11.4	Picea_abies	7.6547735
26	26	20.281	30.564	234	14.616	Picea_abies	4.6499045
26	27	15.142	30.318	203	15.148	Betula_pubescens	9.651939
26	28	18.95	26.389	191	13.856	Picea_abies	6.8215015
26	29	17.154	23.379	324	17.771	Picea_abies	7.297362
26	30	17.716	21.31	348	20.864	Picea_abies	5.2986725
26	31	14.213	21.85	173	13.029	Picea_abies	6.7392635
26	32	13.674	26.704	254	16.28	Betula_pubescens	8.599292
26	33	14.067	26.923	175	12.534	Picea_abies	7.9927405
26	34	12.516	32.665	106	5.992	Picea_abies	6.4157425
26	35	9.253	33.55	124	8.666	Betula_pubescens	7.0983605
26	36	7.696	35.135	129	9.854	Betula_pubescens	14.500939
26	37	7.125	21.046	276	17.934	Picea_abies	6.22101
26	38	6.839	20.419	173	10.51	Picea_abies	4.348886
26	39	5.112	21.817	303	17.773	Picea_abies	9.6099805
26	40	2.418	17.872	106	8.447	Picea_abies	4.820848
26	41	1.686	16.558	319	19.795	Pinus_sylvestris	25.7380675
26	42	-1.257	11.702	104	6.959	Betula_pubescens	7.87606
27	1	0.55	-0.729	134	9.825	Pinus_sylvestris	4.53534
27	2	0.124	-0.77	206	16.761	Pinus_sylvestris	2.48876
27	3	1.391	7.792	200	11.969	Betula_pubescens	15.576225
27	4	5.653	8.384	163	7.416	Pinus_sylvestris	9.2686485
27	5	6.781	1.04	502	15.953	Pinus_sylvestris	38.1090155
27	6	11.854	5.674	140	11.227	Pinus_sylvestris	3.6990805
27	7	11.522	8.742	338	17.314	Pinus_sylvestris	9.4197725
27	8	14.371	-4.476	460	20.487	Pinus_sylvestris	34.5522735
27	9	19.656	-2.38	294	14.924	Pinus_sylvestris	18.5893765
27	10	32.821	1.524	208	12.334	Picea_abies	12.5327585
27	11	30.844	10.367	163	8.607	Betula_pubescens	10.101637
27	12	22.676	6.954	361	21.552	Picea_abies	12.932737
27	13	17.864	6.156	269	17.031	Pinus_sylvestris	11.703127
27	14	17.006	3.252	207	18.958	Picea_abies	3.6259815
27	15	18.174	9.487	279	18.747	Pinus_sylvestris	13.5392
27	16	16.303	10.406	214	17.737	Pinus_sylvestris	3.406152
27	17	13.966	14.894	188	12.823	Pinus_sylvestris	7.189773
27	18	14.338	15.96	431	16.889	Pinus_sylvestris	11.753618
27	19	10.065	22.655	497	20.978	Pinus_sylvestris	27.021339
27	20	11.338	23.996	180	15.661	Pinus_sylvestris	3.763912
27	21	13.207	27.613	360	15.103	Pinus_sylvestris	32.9691215
27	22	14.87	32.08	280	20.461	Pinus_sylvestris	10.288699
27	23	24.014	12.847	252	14.975	Pinus_sylvestris	13.2828465
27	24	30.56	16.682	417	18.723	Pinus_sylvestris	27.2832255
27	25	23.059	15.909	198	14.619	Pinus_sylvestris	10.2689655
27	26	23.197	25.352	393	18.183	Pinus_sylvestris	23.5581505
27	27	27.312	28.068	148	12.329	Pinus_sylvestris	2.9296975
27	28	26.64	31.445	239	16.36	Betula_pubescens	29.549293
27	29	8.016	16.463	270	17.36	Pinus_sylvestris	10.6513315
27	30	5.069	19.696	233	15.482	Betula_pubescens	21.7628785
27	31	3.648	18.628	110	10.73	Pinus_sylvestris	0.5489175
27	32	1.98	18.677	221	16.561	Picea_abies	6.801811
27	33	4.377	14.787	456	16.182	Pinus_sylvestris	12.539878
27	34	3.401	14.446	193	15.301	Pinus_sylvestris	4.7239555
27	35	-0.068	13.04	190	12.251	Betula_pubescens	12.673516
27	36	10.714	32.985	163	9.851	Picea_abies	8.465724
28	1	4.428	24.488	371	20.897	Pinus_sylvestris	10.9217995
28	2	3.937	24.692	348	21.19	Pinus_sylvestris	12.901267
28	3	9.83	22.608	145	8.663	Salix_caprea	4.396582
28	4	15.624	26.9	156	10.659	Betula_pubescens	9.9634355
28	5	15.147	27.303	107	8.347	Betula_pubescens	7.1846475
28	6	14.631	29.383	188	11.236	Betula_pubescens	11.3269015
28	7	12.553	32.62	112	9.49	Betula_pubescens	8.803885
28	8	16.164	32.784	100	9.081	Betula_pubescens	7.525204
28	9	27.482	26.473	118	8.746	Betula_pubescens	10.6205175
28	10	26.383	8.245	187	8.241	Betula_pubescens	4.2632425
28	11	26.657	7.446	130	8.324	Betula_pubescens	5.749804
28	12	29.882	0.782	249	15.714	Pinus_sylvestris	12.767499
28	13	19.968	3.212	241	17.832	Betula_pubescens	13.8848015
28	14	18	2.066	294	20.76	Pinus_sylvestris	10.424339
28	15	18.165	1.659	148	12.116	Pinus_sylvestris	2.4918475
28	16	18.075	-0.877	374	22.09	Pinus_sylvestris	15.043196
28	17	10.889	4.854	253	20.622	Pinus_sylvestris	4.3661315
28	18	9.025	4.359	328	21.375	Pinus_sylvestris	18.128095
28	19	6.358	7.864	352	21.734	Pinus_sylvestris	21.244815
28	20	4.987	7.396	390	21.467	Pinus_sylvestris	33.28589
28	21	2.618	3.422	186	13.765	Betula_pubescens	12.101058
28	22	6.907	0.179	375	21.031	Pinus_sylvestris	17.6343175
28	23	14.201	19.311	150	10.546	Picea_abies	5.260223
28	24	23.979	19.198	139	10.464	Picea_abies	4.6391955
28	25	27.117	16.021	356	20.928	Picea_abies	7.4663775
28	26	28.304	17.525	250	15.028	Betula_pubescens	16.212838
28	27	22.47	14.581	398	20.519	Pinus_sylvestris	18.3904575
28	28	30.78	23.893	334	18.678	Pinus_sylvestris	31.342064
28	29	21.086	1.807	268	18.913	Pinus_sylvestris	11.422303
29	1	14.126	8.695	270	14.447	Pinus_sylvestris	10.5196815
29	2	17.05	7.321	244	13.34	Pinus_sylvestris	13.9739175
29	3	12.605	3.17	152	16.735	Pinus_sylvestris	1.9530535
29	4	18.542	1.493	309	17.35	Pinus_sylvestris	14.305017
29	5	14.143	0.398	215	13.879	Pinus_sylvestris	9.6854825
29	6	11.429	1.495	254	16.896	Pinus_sylvestris	10.50452
29	7	9.27	3.994	245	17.243	Pinus_sylvestris	7.002625
29	8	6.689	-0.172	140	9.493	Picea_abies	3.9848235
29	9	4.829	0.281	189	12.524	Betula_pubescens	12.440429
29	10	5.189	3.687	257	18.51	Pinus_sylvestris	7.0325425
29	11	6.605	8.211	370	18.662	Pinus_sylvestris	20.604767
29	12	1.286	4.322	179	17.741	Pinus_sylvestris	5.4433755
29	13	-0.876	4.747	319	19.271	Pinus_sylvestris	11.6806565
29	14	0.937	11.733	269	18.006	Pinus_sylvestris	5.3447275
29	15	2.627	17.253	264	21.773	Pinus_sylvestris	8.0955205
29	16	0.172	16.002	229	20.417	Pinus_sylvestris	3.133267
29	17	-0.36	13.963	250	15.659	Pinus_sylvestris	6.5660875
29	18	0.495	20.612	253	20.358	Pinus_sylvestris	9.3225655
29	19	10.62	18.25	301	16.663	Pinus_sylvestris	20.5310055
29	20	17.798	21.236	253	12.61	Pinus_sylvestris	12.9735405
29	21	21.029	18.615	326	14.423	Pinus_sylvestris	25.083511
29	22	26.463	14.625	296	16.727	Pinus_sylvestris	11.777572
29	23	32.746	17.597	350	19.047	Pinus_sylvestris	32.844487
29	24	31.615	11.546	351	18.132	Pinus_sylvestris	17.292654
29	25	33.721	5.362	370	19.158	Pinus_sylvestris	24.0084185
29	26	32.946	2.77	166	10.601	Betula_pubescens	21.3264955
29	27	25.309	8.302	240	18.066	Pinus_sylvestris	8.3904805
29	28	24.537	7.03	331	17.038	Pinus_sylvestris	18.2105175
29	29	30.703	24.862	219	17.193	Pinus_sylvestris	6.6052935
29	30	24.001	27.315	366	17.464	Pinus_sylvestris	19.02544
29	31	16.368	28.692	142	9.962	Betula_pubescens	8.6624835
29	32	16.86	30.17	227	19.06	Pinus_sylvestris	6.7840115
29	33	6.675	20.508	155	12.948	Pinus_sylvestris	4.086729
29	34	10.547	19.117	245	15.673	Pinus_sylvestris	10.2809145
29	35	5.026	23.165	175	15.216	Picea_abies	5.2663715
29	36	3.185	27.15	311	18.188	Pinus_sylvestris	15.80514
29	37	1.819	30.774	205	17.394	Pinus_sylvestris	6.430671
29	38	-1.902	28.847	334	18.03	Pinus_sylvestris	19.6477095
29	39	11.057	14.494	198	14.378	Pinus_sylvestris	4.4383005
30	1	2.37	2.682	442	19.371	Pinus_sylvestris	17.4074475
30	2	1.015	9.176	351	20.132	Pinus_sylvestris	7.4028675
30	3	2.682	8.242	328	19.587	Pinus_sylvestris	10.3295225
30	4	0.516	12.623	107	8.384	Picea_abies	1.6171155
30	6	-0.498	14.451	224	15.659	Picea_abies	4.7911935
30	7	1.18	16.178	421	18.863	Pinus_sylvestris	14.1723085
30	8	-0.688	19.432	174	8.862	Betula_pubescens	12.379718
30	9	2.598	21.533	241	17.968	Pinus_sylvestris	5.868472
30	10	2.589	23.43	164	11.75	Picea_abies	4.191495
30	11	0.626	26.452	145	13.509	Pinus_sylvestris	1.2788645
30	12	1.832	31.487	127	9.885	Pinus_sylvestris	1.2659135
30	13	4.944	32.586	229	15.606	Betula_pubescens	16.0852975
30	14	4.934	14.157	134	8.959	Picea_abies	5.3218145
30	15	7.14	6.576	302	17.361	Pinus_sylvestris	6.637777
30	16	10.94	9.444	283	20.86	Pinus_sylvestris	8.7477615
30	17	11.49	14.244	126	9.53	Picea_abies	4.8390565
30	18	12.812	11.139	251	17.792	Pinus_sylvestris	3.126742
30	19	17.889	12.882	341	18.437	Pinus_sylvestris	11.2072915
30	20	17.092	17.954	363	19.039	Pinus_sylvestris	21.0918565
30	21	15.569	20.79	393	20.567	Pinus_sylvestris	19.9795595
30	22	19.337	8.877	417	19.682	Pinus_sylvestris	16.232483
30	23	13.254	5.03	352	19.149	Pinus_sylvestris	9.265414
30	24	14.636	0.872	107	9.627	Picea_abies	2.621948
30	25	19.289	3.46	361	18.302	Pinus_sylvestris	14.275339
30	26	27.639	3.089	441	21.233	Pinus_sylvestris	33.834564
30	27	25.084	1.603	207	13.634	Pinus_sylvestris	12.4348405
30	28	27.206	11.188	364	17.81	Pinus_sylvestris	30.464582
30	29	29.828	16.315	488	20.873	Pinus_sylvestris	39.053675
30	30	35.316	4.037	462	18.94	Pinus_sylvestris	43.4743645
30	31	28.419	24.196	241	14.859	Pinus_sylvestris	7.484635
30	32	29.833	23.941	147	11.329	Pinus_sylvestris	2.2889165
30	33	32.803	21.379	158	11.507	Picea_abies	3.949684
30	34	30.778	30.304	390	21.503	Pinus_sylvestris	17.3922005
30	35	23.368	25.02	361	17.559	Pinus_sylvestris	32.579458
30	36	20.681	32.118	187	15.545	Picea_abies	4.9797735
30	37	18.412	25.9	359	16.4	Pinus_sylvestris	20.4638435
30	38	15.176	33.578	424	19.405	Pinus_sylvestris	21.1396305
30	39	15.205	22.088	284	12.553	Pinus_sylvestris	25.94928
30	40	7.283	24.659	155	9.521	Picea_abies	3.663226
30	41	6.666	27.039	180	12.377	Betula_pubescens	19.60907
30	42	8.143	29.861	146	11.645	Picea_abies	1.921307
30	43	5	26.671	112	7.407	Picea_abies	3.209002
31	1	-2.477	6.298	195	8.905	Betula_pubescens	18.4484235
31	2	6.972	10.19	233	11.558	Pinus_sylvestris	14.510483
31	3	8.32	9.484	293	13.679	Pinus_sylvestris	10.914689
31	4	15.268	13.713	444	19.12	Pinus_sylvestris	55.417832
31	5	11.166	18.415	212	11.995	Pinus_sylvestris	8.5084585
31	6	2.831	20.969	438	20.885	Pinus_sylvestris	56.742173
31	7	7.463	28.856	210	11.777	Pinus_sylvestris	17.083048
